date,day_of_sale,week_of_year,year_of_sales,week_type,shop_id,shop_name,customers,sales_usd,avg_sales_per_person,pct_family,pct_female,pct_male,pct_single,avg_temp_f,humidity_pct,is_rain,precip_in
2023-01-20,Friday,3,2023,Weekdays,3,Tampa,210,3619.77,17.24,43.6,49.8,50.2,56.4,72.0,45.2,0,0.0
2023-01-20,Friday,3,2023,Weekdays,4,Jacksonville,149,2384.54,16.0,43.6,49.8,50.2,56.4,72.0,45.2,0,0.0
2023-01-20,Friday,3,2023,Weekdays,2,Orlando,203,3335.91,16.43,43.6,49.8,50.2,56.4,72.0,45.2,0,0.0
2023-01-21,Saturday,3,2023,Weekends,3,Tampa,229,3660.95,15.99,50.4,48.8,51.2,49.6,70.7,36.7,0,0.0
2023-01-21,Saturday,3,2023,Weekends,1,Miami Beach,300,5584.36,18.61,50.4,48.8,51.2,49.6,70.7,36.7,0,0.0
2023-01-21,Saturday,3,2023,Weekends,4,Jacksonville,186,2411.74,12.97,50.4,48.8,51.2,49.6,70.7,36.7,0,0.0
2023-01-21,Saturday,3,2023,Weekends,2,Orlando,212,3911.01,18.45,50.4,48.8,51.2,49.6,70.7,36.7,0,0.0
2023-01-22,Sunday,4,2023,Weekends,3,Tampa,208,3620.71,17.41,50.7,50.3,49.7,49.3,69.8,42.4,0,0.0
2023-01-22,Sunday,4,2023,Weekends,1,Miami Beach,294,5686.73,19.34,50.7,50.3,49.7,49.3,69.8,42.4,0,0.0
2023-01-22,Sunday,4,2023,Weekends,2,Orlando,233,4106.64,17.63,50.7,50.3,49.7,49.3,69.8,42.4,0,0.0
2023-01-22,Sunday,4,2023,Weekends,4,Jacksonville,166,2619.17,15.78,50.7,50.3,49.7,49.3,69.8,42.4,0,0.0
2023-01-23,Monday,4,2023,Weekdays,1,Miami Beach,243,4434.38,18.25,44.1,50.1,49.9,55.9,72.0,42.4,0,0.0
2023-01-23,Monday,4,2023,Weekdays,3,Tampa,189,3366.73,17.81,44.1,50.1,49.9,55.9,72.0,42.4,0,0.0
2023-01-23,Monday,4,2023,Weekdays,2,Orlando,202,3326.99,16.47,44.1,50.1,49.9,55.9,72.0,42.4,0,0.0
2023-01-23,Monday,4,2023,Weekdays,4,Jacksonville,185,3032.42,16.39,44.1,50.1,49.9,55.9,72.0,42.4,0,0.0
2023-01-24,Tuesday,4,2023,Weekdays,1,Miami Beach,206,3820.07,18.54,45.2,50.1,49.9,54.8,69.1,46.4,0,0.0
2023-01-24,Tuesday,4,2023,Weekdays,2,Orlando,226,3763.66,16.65,45.2,50.1,49.9,54.8,69.1,46.4,0,0.0
2023-01-24,Tuesday,4,2023,Weekdays,4,Jacksonville,214,3116.52,14.56,45.2,50.1,49.9,54.8,69.1,46.4,0,0.0
2023-01-24,Tuesday,4,2023,Weekdays,3,Tampa,193,3233.32,16.75,45.2,50.1,49.9,54.8,69.1,46.4,0,0.0
2023-01-25,Wednesday,4,2023,Weekdays,4,Jacksonville,139,2302.68,16.57,46.0,51.3,48.7,54.0,65.8,46.7,1,3.11
2023-01-25,Wednesday,4,2023,Weekdays,3,Tampa,129,1812.6,14.05,46.0,51.3,48.7,54.0,65.8,46.7,1,3.11
2023-01-25,Wednesday,4,2023,Weekdays,2,Orlando,151,2498.26,16.54,46.0,51.3,48.7,54.0,65.8,46.7,1,3.11
2023-01-25,Wednesday,4,2023,Weekdays,1,Miami Beach,181,3660.64,20.22,46.0,51.3,48.7,54.0,65.8,46.7,1,3.11
2023-01-26,Thursday,4,2023,Weekdays,2,Orlando,195,3115.02,15.97,46.8,49.0,51.0,53.2,68.5,35.0,0,0.0
2023-01-26,Thursday,4,2023,Weekdays,1,Miami Beach,206,3913.96,19.0,46.8,49.0,51.0,53.2,68.5,35.0,0,0.0
2023-01-26,Thursday,4,2023,Weekdays,3,Tampa,163,2669.8,16.38,46.8,49.0,51.0,53.2,68.5,35.0,0,0.0
2023-01-26,Thursday,4,2023,Weekdays,4,Jacksonville,141,2298.05,16.3,46.8,49.0,51.0,53.2,68.5,35.0,0,0.0
2023-01-27,Friday,4,2023,Weekdays,2,Orlando,183,3391.73,18.53,46.3,49.8,50.2,53.7,67.4,42.3,1,1.5
2023-01-27,Friday,4,2023,Weekdays,1,Miami Beach,216,4253.25,19.69,46.3,49.8,50.2,53.7,67.4,42.3,1,1.5
2023-01-27,Friday,4,2023,Weekdays,3,Tampa,212,3541.9,16.71,46.3,49.8,50.2,53.7,67.4,42.3,1,1.5
2023-01-27,Friday,4,2023,Weekdays,4,Jacksonville,171,2578.02,15.08,46.3,49.8,50.2,53.7,67.4,42.3,1,1.5
2023-01-28,Saturday,4,2023,Weekends,3,Tampa,203,3370.84,16.61,51.5,48.9,51.1,48.5,70.3,44.0,0,0.0
2023-01-28,Saturday,4,2023,Weekends,4,Jacksonville,181,2780.52,15.36,51.5,48.9,51.1,48.5,70.3,44.0,0,0.0
2023-01-28,Saturday,4,2023,Weekends,1,Miami Beach,207,3817.82,18.44,51.5,48.9,51.1,48.5,70.3,44.0,0,0.0
2023-01-28,Saturday,4,2023,Weekends,2,Orlando,208,3591.58,17.27,51.5,48.9,51.1,48.5,70.3,44.0,0,0.0
2023-01-29,Sunday,5,2023,Weekends,2,Orlando,246,4433.99,18.02,52.8,48.9,51.1,47.2,75.1,35.0,0,0.0
2023-01-29,Sunday,5,2023,Weekends,4,Jacksonville,216,3333.6,15.43,52.8,48.9,51.1,47.2,75.1,35.0,0,0.0
2023-01-29,Sunday,5,2023,Weekends,3,Tampa,232,3787.25,16.32,52.8,48.9,51.1,47.2,75.1,35.0,0,0.0
2023-01-29,Sunday,5,2023,Weekends,1,Miami Beach,278,5762.8,20.73,52.8,48.9,51.1,47.2,75.1,35.0,0,0.0
2023-01-30,Monday,5,2023,Weekdays,4,Jacksonville,189,2719.15,14.39,45.8,50.4,49.6,54.2,75.5,38.7,0,0.0
2023-01-30,Monday,5,2023,Weekdays,2,Orlando,198,3392.05,17.13,45.8,50.4,49.6,54.2,75.5,38.7,0,0.0
2023-01-30,Monday,5,2023,Weekdays,1,Miami Beach,268,4885.71,18.23,45.8,50.4,49.6,54.2,75.5,38.7,0,0.0
2023-01-30,Monday,5,2023,Weekdays,3,Tampa,217,3505.78,16.16,45.8,50.4,49.6,54.2,75.5,38.7,0,0.0
2023-01-31,Tuesday,5,2023,Weekdays,4,Jacksonville,175,2658.04,15.19,45.4,50.5,49.5,54.6,69.2,35.0,0,0.0
2023-01-31,Tuesday,5,2023,Weekdays,1,Miami Beach,214,3882.07,18.14,45.4,50.5,49.5,54.6,69.2,35.0,0,0.0
2023-01-31,Tuesday,5,2023,Weekdays,2,Orlando,173,2881.82,16.66,45.4,50.5,49.5,54.6,69.2,35.0,0,0.0
2023-01-31,Tuesday,5,2023,Weekdays,3,Tampa,165,2811.91,17.04,45.4,50.5,49.5,54.6,69.2,35.0,0,0.0
2023-02-01,Wednesday,5,2023,Weekdays,3,Tampa,180,3278.64,18.21,46.4,49.5,50.5,53.6,68.8,46.9,0,0.0
2023-02-01,Wednesday,5,2023,Weekdays,4,Jacksonville,149,2485.71,16.68,46.4,49.5,50.5,53.6,68.8,46.9,0,0.0
2023-02-01,Wednesday,5,2023,Weekdays,1,Miami Beach,226,4031.55,17.84,46.4,49.5,50.5,53.6,68.8,46.9,0,0.0
2023-02-01,Wednesday,5,2023,Weekdays,2,Orlando,202,3383.55,16.75,46.4,49.5,50.5,53.6,68.8,46.9,0,0.0
2023-02-02,Thursday,5,2023,Weekdays,2,Orlando,239,4106.88,17.18,45.2,49.7,50.3,54.8,73.4,42.2,0,0.0
2023-02-02,Thursday,5,2023,Weekdays,1,Miami Beach,230,4403.41,19.15,45.2,49.7,50.3,54.8,73.4,42.2,0,0.0
2023-02-02,Thursday,5,2023,Weekdays,4,Jacksonville,209,3328.36,15.93,45.2,49.7,50.3,54.8,73.4,42.2,0,0.0
2023-02-02,Thursday,5,2023,Weekdays,3,Tampa,211,3667.44,17.38,45.2,49.7,50.3,54.8,73.4,42.2,0,0.0
2023-02-03,Friday,5,2023,Weekdays,2,Orlando,257,4326.75,16.84,46.0,49.0,51.0,54.0,74.7,35.0,0,0.0
2023-02-03,Friday,5,2023,Weekdays,1,Miami Beach,256,4474.51,17.48,46.0,49.0,51.0,54.0,74.7,35.0,0,0.0
2023-02-03,Friday,5,2023,Weekdays,4,Jacksonville,175,2673.35,15.28,46.0,49.0,51.0,54.0,74.7,35.0,0,0.0
2023-02-03,Friday,5,2023,Weekdays,3,Tampa,193,3159.12,16.37,46.0,49.0,51.0,54.0,74.7,35.0,0,0.0
2023-02-04,Saturday,5,2023,Weekends,2,Orlando,238,4190.56,17.61,52.9,50.6,49.4,47.1,66.2,43.6,0,0.0
2023-02-04,Saturday,5,2023,Weekends,1,Miami Beach,260,4639.11,17.84,52.9,50.6,49.4,47.1,66.2,43.6,0,0.0
2023-02-04,Saturday,5,2023,Weekends,4,Jacksonville,201,2871.8,14.29,52.9,50.6,49.4,47.1,66.2,43.6,0,0.0
2023-02-04,Saturday,5,2023,Weekends,3,Tampa,189,3267.05,17.29,52.9,50.6,49.4,47.1,66.2,43.6,0,0.0
2023-02-05,Sunday,6,2023,Weekends,3,Tampa,200,3364.81,16.82,51.7,49.8,50.2,48.3,66.8,36.9,1,0.79
2023-02-05,Sunday,6,2023,Weekends,1,Miami Beach,248,4864.28,19.61,51.7,49.8,50.2,48.3,66.8,36.9,1,0.79
2023-02-05,Sunday,6,2023,Weekends,4,Jacksonville,179,2790.81,15.59,51.7,49.8,50.2,48.3,66.8,36.9,1,0.79
2023-02-05,Sunday,6,2023,Weekends,2,Orlando,210,3582.17,17.06,51.7,49.8,50.2,48.3,66.8,36.9,1,0.79
2023-02-06,Monday,6,2023,Weekdays,1,Miami Beach,241,4425.44,18.36,44.9,48.8,51.2,55.1,62.0,42.5,0,0.0
2023-02-06,Monday,6,2023,Weekdays,4,Jacksonville,149,2355.46,15.81,44.9,48.8,51.2,55.1,62.0,42.5,0,0.0
2023-02-06,Monday,6,2023,Weekdays,2,Orlando,205,3389.81,16.54,44.9,48.8,51.2,55.1,62.0,42.5,0,0.0
2023-02-06,Monday,6,2023,Weekdays,3,Tampa,193,3120.2,16.17,44.9,48.8,51.2,55.1,62.0,42.5,0,0.0
2023-02-07,Tuesday,6,2023,Weekdays,4,Jacksonville,195,3043.02,15.61,46.9,49.4,50.6,53.1,66.1,35.0,0,0.0
2023-02-07,Tuesday,6,2023,Weekdays,3,Tampa,219,3855.21,17.6,46.9,49.4,50.6,53.1,66.1,35.0,0,0.0
2023-02-07,Tuesday,6,2023,Weekdays,1,Miami Beach,181,3606.07,19.92,46.9,49.4,50.6,53.1,66.1,35.0,0,0.0
2023-02-07,Tuesday,6,2023,Weekdays,2,Orlando,191,3164.78,16.57,46.9,49.4,50.6,53.1,66.1,35.0,0,0.0
2023-02-08,Wednesday,6,2023,Weekdays,3,Tampa,157,2701.5,17.21,45.3,48.2,51.8,54.7,65.5,41.9,1,3.29
2023-02-08,Wednesday,6,2023,Weekdays,4,Jacksonville,155,2388.56,15.41,45.3,48.2,51.8,54.7,65.5,41.9,1,3.29
2023-02-08,Wednesday,6,2023,Weekdays,2,Orlando,156,2609.38,16.73,45.3,48.2,51.8,54.7,65.5,41.9,1,3.29
2023-02-08,Wednesday,6,2023,Weekdays,1,Miami Beach,166,2871.62,17.3,45.3,48.2,51.8,54.7,65.5,41.9,1,3.29
2023-02-09,Thursday,6,2023,Weekdays,3,Tampa,169,2802.54,16.58,43.9,50.3,49.7,56.1,70.4,36.9,0,0.0
2023-02-09,Thursday,6,2023,Weekdays,2,Orlando,197,3130.41,15.89,43.9,50.3,49.7,56.1,70.4,36.9,0,0.0
2023-02-09,Thursday,6,2023,Weekdays,1,Miami Beach,218,3916.11,17.96,43.9,50.3,49.7,56.1,70.4,36.9,0,0.0
2023-02-09,Thursday,6,2023,Weekdays,4,Jacksonville,186,2747.24,14.77,43.9,50.3,49.7,56.1,70.4,36.9,0,0.0
2023-02-10,Friday,6,2023,Weekdays,4,Jacksonville,129,1972.29,15.29,45.9,48.3,51.7,54.1,65.7,35.0,0,0.0
2023-02-10,Friday,6,2023,Weekdays,3,Tampa,202,3180.87,15.75,45.9,48.3,51.7,54.1,65.7,35.0,0,0.0
2023-02-10,Friday,6,2023,Weekdays,2,Orlando,229,3706.65,16.19,45.9,48.3,51.7,54.1,65.7,35.0,0,0.0
2023-02-10,Friday,6,2023,Weekdays,1,Miami Beach,210,4044.57,19.26,45.9,48.3,51.7,54.1,65.7,35.0,0,0.0
2023-02-11,Saturday,6,2023,Weekends,1,Miami Beach,225,3924.84,17.44,50.7,49.9,50.1,49.3,64.7,40.6,1,2.47
2023-02-11,Saturday,6,2023,Weekends,2,Orlando,200,3454.86,17.27,50.7,49.9,50.1,49.3,64.7,40.6,1,2.47
2023-02-11,Saturday,6,2023,Weekends,3,Tampa,181,3092.44,17.09,50.7,49.9,50.1,49.3,64.7,40.6,1,2.47
2023-02-11,Saturday,6,2023,Weekends,4,Jacksonville,186,2927.56,15.74,50.7,49.9,50.1,49.3,64.7,40.6,1,2.47
2023-02-12,Sunday,7,2023,Weekends,2,Orlando,233,3998.21,17.16,52.1,48.8,51.2,47.9,68.1,35.7,0,0.0
2023-02-12,Sunday,7,2023,Weekends,1,Miami Beach,257,5156.3,20.06,52.1,48.8,51.2,47.9,68.1,35.7,0,0.0
2023-02-12,Sunday,7,2023,Weekends,3,Tampa,221,3540.32,16.02,52.1,48.8,51.2,47.9,68.1,35.7,0,0.0
2023-02-12,Sunday,7,2023,Weekends,4,Jacksonville,186,2831.51,15.22,52.1,48.8,51.2,47.9,68.1,35.7,0,0.0
2023-02-13,Monday,7,2023,Weekdays,2,Orlando,193,3706.63,19.21,47.6,48.0,52.0,52.4,69.7,35.0,0,0.0
2023-02-13,Monday,7,2023,Weekdays,4,Jacksonville,214,3327.76,15.55,47.6,48.0,52.0,52.4,69.7,35.0,0,0.0
2023-02-13,Monday,7,2023,Weekdays,3,Tampa,210,3598.86,17.14,47.6,48.0,52.0,52.4,69.7,35.0,0,0.0
2023-02-13,Monday,7,2023,Weekdays,1,Miami Beach,234,4036.07,17.25,47.6,48.0,52.0,52.4,69.7,35.0,0,0.0
2023-02-14,Tuesday,7,2023,Weekdays,1,Miami Beach,201,3978.71,19.79,45.8,48.6,51.4,54.2,63.7,35.0,0,0.0
2023-02-14,Tuesday,7,2023,Weekdays,3,Tampa,191,3162.58,16.56,45.8,48.6,51.4,54.2,63.7,35.0,0,0.0
2023-02-14,Tuesday,7,2023,Weekdays,2,Orlando,214,3550.75,16.59,45.8,48.6,51.4,54.2,63.7,35.0,0,0.0
2023-02-14,Tuesday,7,2023,Weekdays,4,Jacksonville,206,3517.45,17.07,45.8,48.6,51.4,54.2,63.7,35.0,0,0.0
2023-02-15,Wednesday,7,2023,Weekdays,2,Orlando,219,3662.56,16.72,47.6,47.6,52.4,52.4,59.8,35.0,0,0.0
2023-02-15,Wednesday,7,2023,Weekdays,1,Miami Beach,213,4020.09,18.87,47.6,47.6,52.4,52.4,59.8,35.0,0,0.0
2023-02-15,Wednesday,7,2023,Weekdays,3,Tampa,187,3215.12,17.19,47.6,47.6,52.4,52.4,59.8,35.0,0,0.0
2023-02-15,Wednesday,7,2023,Weekdays,4,Jacksonville,166,2810.23,16.93,47.6,47.6,52.4,52.4,59.8,35.0,0,0.0
2023-02-16,Thursday,7,2023,Weekdays,4,Jacksonville,186,2897.94,15.58,45.8,49.1,50.9,54.2,69.4,37.1,1,0.8
2023-02-16,Thursday,7,2023,Weekdays,2,Orlando,191,3287.9,17.21,45.8,49.1,50.9,54.2,69.4,37.1,1,0.8
2023-02-16,Thursday,7,2023,Weekdays,1,Miami Beach,229,4289.53,18.73,45.8,49.1,50.9,54.2,69.4,37.1,1,0.8
2023-02-16,Thursday,7,2023,Weekdays,3,Tampa,196,2937.47,14.99,45.8,49.1,50.9,54.2,69.4,37.1,1,0.8
2023-02-17,Friday,7,2023,Weekdays,1,Miami Beach,219,4180.94,19.09,45.9,47.5,52.5,54.1,59.8,37.2,0,0.0
2023-02-17,Friday,7,2023,Weekdays,3,Tampa,185,3043.86,16.45,45.9,47.5,52.5,54.1,59.8,37.2,0,0.0
2023-02-17,Friday,7,2023,Weekdays,2,Orlando,182,3174.36,17.44,45.9,47.5,52.5,54.1,59.8,37.2,0,0.0
2023-02-17,Friday,7,2023,Weekdays,4,Jacksonville,209,2984.18,14.28,45.9,47.5,52.5,54.1,59.8,37.2,0,0.0
